Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides PNNL SC Chip 1 B	Peptides PNNL SC Chip 1 C	Peptides PNNL SC Chip1 A	Razor + unique peptides PNNL SC Chip 1 B	Razor + unique peptides PNNL SC Chip 1 C	Razor + unique peptides PNNL SC Chip1 A	Unique peptides PNNL SC Chip 1 B	Unique peptides PNNL SC Chip 1 C	Unique peptides PNNL SC Chip1 A	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Reporter intensity corrected 1	Reporter intensity corrected 2	Reporter intensity corrected 3	Reporter intensity corrected 4	Reporter intensity corrected 5	Reporter intensity corrected 6	Reporter intensity corrected 7	Reporter intensity corrected 8	Reporter intensity corrected 9	Reporter intensity corrected 10	Reporter intensity 1	Reporter intensity 2	Reporter intensity 3	Reporter intensity 4	Reporter intensity 5	Reporter intensity 6	Reporter intensity 7	Reporter intensity 8	Reporter intensity 9	Reporter intensity 10	Reporter intensity count 1	Reporter intensity count 2	Reporter intensity count 3	Reporter intensity count 4	Reporter intensity count 5	Reporter intensity count 6	Reporter intensity count 7	Reporter intensity count 8	Reporter intensity count 9	Reporter intensity count 10	Reporter intensity corrected 1 PNNL SC Chip 1 B	Reporter intensity corrected 2 PNNL SC Chip 1 B	Reporter intensity corrected 3 PNNL SC Chip 1 B	Reporter intensity corrected 4 PNNL SC Chip 1 B	Reporter intensity corrected 5 PNNL SC Chip 1 B	Reporter intensity corrected 6 PNNL SC Chip 1 B	Reporter intensity corrected 7 PNNL SC Chip 1 B	Reporter intensity corrected 8 PNNL SC Chip 1 B	Reporter intensity corrected 9 PNNL SC Chip 1 B	Reporter intensity corrected 10 PNNL SC Chip 1 B	Reporter intensity corrected 1 PNNL SC Chip 1 C	Reporter intensity corrected 2 PNNL SC Chip 1 C	Reporter intensity corrected 3 PNNL SC Chip 1 C	Reporter intensity corrected 4 PNNL SC Chip 1 C	Reporter intensity corrected 5 PNNL SC Chip 1 C	Reporter intensity corrected 6 PNNL SC Chip 1 C	Reporter intensity corrected 7 PNNL SC Chip 1 C	Reporter intensity corrected 8 PNNL SC Chip 1 C	Reporter intensity corrected 9 PNNL SC Chip 1 C	Reporter intensity corrected 10 PNNL SC Chip 1 C	Reporter intensity corrected 1 PNNL SC Chip1 A	Reporter intensity corrected 2 PNNL SC Chip1 A	Reporter intensity corrected 3 PNNL SC Chip1 A	Reporter intensity corrected 4 PNNL SC Chip1 A	Reporter intensity corrected 5 PNNL SC Chip1 A	Reporter intensity corrected 6 PNNL SC Chip1 A	Reporter intensity corrected 7 PNNL SC Chip1 A	Reporter intensity corrected 8 PNNL SC Chip1 A	Reporter intensity corrected 9 PNNL SC Chip1 A	Reporter intensity corrected 10 PNNL SC Chip1 A	Reporter intensity 1 PNNL SC Chip 1 B	Reporter intensity 2 PNNL SC Chip 1 B	Reporter intensity 3 PNNL SC Chip 1 B	Reporter intensity 4 PNNL SC Chip 1 B	Reporter intensity 5 PNNL SC Chip 1 B	Reporter intensity 6 PNNL SC Chip 1 B	Reporter intensity 7 PNNL SC Chip 1 B	Reporter intensity 8 PNNL SC Chip 1 B	Reporter intensity 9 PNNL SC Chip 1 B	Reporter intensity 10 PNNL SC Chip 1 B	Reporter intensity 1 PNNL SC Chip 1 C	Reporter intensity 2 PNNL SC Chip 1 C	Reporter intensity 3 PNNL SC Chip 1 C	Reporter intensity 4 PNNL SC Chip 1 C	Reporter intensity 5 PNNL SC Chip 1 C	Reporter intensity 6 PNNL SC Chip 1 C	Reporter intensity 7 PNNL SC Chip 1 C	Reporter intensity 8 PNNL SC Chip 1 C	Reporter intensity 9 PNNL SC Chip 1 C	Reporter intensity 10 PNNL SC Chip 1 C	Reporter intensity 1 PNNL SC Chip1 A	Reporter intensity 2 PNNL SC Chip1 A	Reporter intensity 3 PNNL SC Chip1 A	Reporter intensity 4 PNNL SC Chip1 A	Reporter intensity 5 PNNL SC Chip1 A	Reporter intensity 6 PNNL SC Chip1 A	Reporter intensity 7 PNNL SC Chip1 A	Reporter intensity 8 PNNL SC Chip1 A	Reporter intensity 9 PNNL SC Chip1 A	Reporter intensity 10 PNNL SC Chip1 A	Reporter intensity count 1 PNNL SC Chip 1 B	Reporter intensity count 2 PNNL SC Chip 1 B	Reporter intensity count 3 PNNL SC Chip 1 B	Reporter intensity count 4 PNNL SC Chip 1 B	Reporter intensity count 5 PNNL SC Chip 1 B	Reporter intensity count 6 PNNL SC Chip 1 B	Reporter intensity count 7 PNNL SC Chip 1 B	Reporter intensity count 8 PNNL SC Chip 1 B	Reporter intensity count 9 PNNL SC Chip 1 B	Reporter intensity count 10 PNNL SC Chip 1 B	Reporter intensity count 1 PNNL SC Chip 1 C	Reporter intensity count 2 PNNL SC Chip 1 C	Reporter intensity count 3 PNNL SC Chip 1 C	Reporter intensity count 4 PNNL SC Chip 1 C	Reporter intensity count 5 PNNL SC Chip 1 C	Reporter intensity count 6 PNNL SC Chip 1 C	Reporter intensity count 7 PNNL SC Chip 1 C	Reporter intensity count 8 PNNL SC Chip 1 C	Reporter intensity count 9 PNNL SC Chip 1 C	Reporter intensity count 10 PNNL SC Chip 1 C	Reporter intensity count 1 PNNL SC Chip1 A	Reporter intensity count 2 PNNL SC Chip1 A	Reporter intensity count 3 PNNL SC Chip1 A	Reporter intensity count 4 PNNL SC Chip1 A	Reporter intensity count 5 PNNL SC Chip1 A	Reporter intensity count 6 PNNL SC Chip1 A	Reporter intensity count 7 PNNL SC Chip1 A	Reporter intensity count 8 PNNL SC Chip1 A	Reporter intensity count 9 PNNL SC Chip1 A	Reporter intensity count 10 PNNL SC Chip1 A	Sequence coverage PNNL SC Chip 1 B [%]	Sequence coverage PNNL SC Chip 1 C [%]	Sequence coverage PNNL SC Chip1 A [%]	Intensity	Intensity PNNL SC Chip 1 B	Intensity PNNL SC Chip 1 C	Intensity PNNL SC Chip1 A	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
P18621	P18621	5	5	5	60S ribosomal protein L17	RPL17	sp|P18621|RL17_HUMAN 60S	1	5	5	5	4	4	5	4	4	5	4	4	5	31.5	31.5	31.5	21.397	184	184	0	61.478	23982	22613	22853	22122	26004	22692	23105	45256	608.85	1499800	23982	22613	22853	22122	26004	22692	23105	45256	608.85	1499800	14	13	14	14	14	14	13	14	2	14	8612.8	3177.4	8435.5	9005.9	13635	7478.9	9194.6	16584	0	509210	6983.4	10816	7314.9	7496	6256.3	9055.3	8145.5	14508	271.88	524180	8385.4	8619.6	7102.7	5620.2	6113	6157.7	5764.9	14165	336.98	466430	8612.8	3177.4	8435.5	9005.9	13635	7478.9	9194.6	16584	0	509210	6983.4	10816	7314.9	7496	6256.3	9055.3	8145.5	14508	271.88	524180	8385.4	8619.6	7102.7	5620.2	6113	6157.7	5764.9	14165	336.98	466430	5	4	5	5	5	5	5	5	0	5	4	4	4	4	4	4	4	4	1	4	5	5	5	5	5	5	4	5	1	5	26.1	26.1	31.5	74426000	29124000	23519000	21782000	14				321	1183;1751;3517;3667;4996	True;True;True;True;True	1198;1768;3547;3698;5042	2796;2797;2798;4079;4080;4081;4082;8190;8191;8192;8490;11682;11683;11684	2898;2899;2900;4216;4217;4218;4219;8448;8449;8450;8753;12069;12070;12071	2898;4217;8449;8753;12069		
P18669;P15259;Q8N0Y7	P18669;P15259	5;3;2	5;3;2	5;3;2	Phosphoglycerate mutase 1;Phosphoglycerate mutase 2	PGAM1;PGAM2	sp|P18669|PGAM1_HUMAN Phosphoglycerate;sp|P15259|PGAM2_HUMAN Phosphoglycerate	3	5	5	5	5	5	5	5	5	5	5	5	5	27.2	27.2	27.2	28.804	254	254;253;254	0	57.643	18813	18309	24511	19170	20241	23336	25026	55361	693.87	1759200	18813	18309	24511	19170	20241	23336	25026	55361	693.87	1759200	16	15	16	15	14	18	17	18	2	19	5281.1	2002	8096.7	7786.9	6848.8	6500.6	6489.5	16519	0	539910	4708.6	8154.2	12919	7903.7	7687.8	9146.1	11304	20802	342.12	652480	8823.9	8152.6	3495.7	3479.5	5704.6	7688.8	7232.8	18040	351.75	566850	5281.1	2002	8096.7	7786.9	6848.8	6500.6	6489.5	16519	0	539910	4708.6	8154.2	12919	7903.7	7687.8	9146.1	11304	20802	342.12	652480	8823.9	8152.6	3495.7	3479.5	5704.6	7688.8	7232.8	18040	351.75	566850	5	3	6	5	5	6	6	6	0	7	5	6	6	6	5	6	6	6	1	6	6	6	4	4	4	6	5	6	1	6	27.2	27.2	27.2	177750000	59849000	51574000	66325000	19				322	264;1472;2074;4580;4824	True;True;True;True;True	265;1488;2091;4620;4868	620;621;622;623;624;625;3439;3440;3441;4850;4851;4852;10692;10693;10694;11260;11261;11262;11263	638;639;640;641;642;643;3558;3559;3560;5002;5003;5004;11059;11060;11061;11637;11638;11639;11640	638;3558;5003;11059;11637		
P18754	P18754	2	2	2	Regulator of chromosome condensation	RCC1	sp|P18754|RCC1_HUMAN Regulator	1	2	2	2	1	0	2	1	0	2	1	0	2	4.3	4.3	4.3	44.969	421	421	0	11.993	2843.7	2455.2	3112.6	1604.1	3084.8	2095.1	1783.2	3178.1	0	105300	2843.7	2455.2	3112.6	1604.1	3084.8	2095.1	1783.2	3178.1	0	105300	3	3	3	3	3	3	3	3	0	3	569.28	363.17	784.99	404.4	1062.8	721.84	802.69	869.42	0	31108	0	0	0	0	0	0	0	0	0	0	2274.5	2092.1	2327.7	1199.7	2021.9	1373.2	980.56	2308.7	0	74187	569.28	363.17	784.99	404.4	1062.8	721.84	802.69	869.42	0	31108	0	0	0	0	0	0	0	0	0	0	2274.5	2092.1	2327.7	1199.7	2021.9	1373.2	980.56	2308.7	0	74187	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	2	2	2	0	2	2.4	0	4.3	2173900	767770	0	1406100	3				323	2662;4462	True;True	2682;4502	6191;6192;10423	6378;6379;10774	6378;10774		
P19022	P19022	1	1	1	Cadherin-2	CDH2	sp|P19022|CADH2_HUMAN Cadherin-2	1	1	1	1	0	1	1	0	1	1	0	1	1	2	2	2	99.808	906	906	0.0011737	8.1317	428.54	2166.9	1656.1	1171.6	1455.6	1737.7	1147.2	1325.1	0	47225	428.54	2166.9	1656.1	1171.6	1455.6	1737.7	1147.2	1325.1	0	47225	1	2	1	2	2	2	1	2	0	2	0	0	0	0	0	0	0	0	0	0	428.54	1556.2	1656.1	849.14	745.46	1093.5	1147.2	614.8	0	25924	0	610.75	0	322.47	710.18	644.18	0	710.33	0	21301	0	0	0	0	0	0	0	0	0	0	428.54	1556.2	1656.1	849.14	745.46	1093.5	1147.2	614.8	0	25924	0	610.75	0	322.47	710.18	644.18	0	710.33	0	21301	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	1	0	1	0	1	1	1	0	1	0	1	0	2	2	2093000	0	1226900	866170	2				324	3662	TRUE	3693	8477;8478	8740;8741	8740		
P19338	P19338	9	9	9	Nucleolin	NCL	sp|P19338|NUCL_HUMAN Nucleolin	1	9	9	9	9	9	9	9	9	9	9	9	9	13.1	13.1	13.1	76.613	710	710	0	141.5	56731	53099	56049	38585	61369	43884	72049	118190	729.78	4466600	56731	53099	56049	38585	61369	43884	72049	118190	729.78	4466600	30	28	30	30	29	28	32	32	2	32	21165	6563.7	24409	13815	28475	16794	24652	45624	0	1524500	7925.9	18520	15148	10766	12139	13140	17353	23885	314.36	1041200	27640	28015	16492	14004	20755	13950	30044	48684	415.42	1900900	21165	6563.7	24409	13815	28475	16794	24652	45624	0	1524500	7925.9	18520	15148	10766	12139	13140	17353	23885	314.36	1041200	27640	28015	16492	14004	20755	13950	30044	48684	415.42	1900900	12	8	11	11	11	10	12	12	0	12	8	10	9	9	8	10	10	10	1	10	10	10	10	10	10	8	10	10	1	10	13.1	13.1	13.1	287840000	109710000	79453000	98673000	32				325	243;1380;1653;1714;1781;1929;3073;4455;4706	True;True;True;True;True;True;True;True;True	245;1395;1670;1731;1798;1945;3100;4495;4748	569;570;571;3250;3251;3252;3253;3868;3869;3870;3871;3991;3992;3993;4168;4169;4170;4171;4172;4526;4527;4528;7160;7161;7162;10407;10408;10409;10982;10983;10984	586;587;588;3366;3367;3368;3369;3999;4000;4001;4002;4126;4127;4128;4310;4311;4312;4313;4314;4670;4671;4672;7376;7377;7378;10756;10757;10758;11355;11356;11357;11358	586;3366;4000;4126;4310;4670;7378;10756;11358		
P19367	P19367	3	3	3	Hexokinase-1	HK1	sp|P19367|HXK1_HUMAN Hexokinase-1	1	3	3	3	1	2	3	1	2	3	1	2	3	3.5	3.5	3.5	102.48	917	917	0	23.742	2856.3	4038.8	2783.8	3122.6	4081.2	5228.5	5703.6	10982	0	336570	2856.3	4038.8	2783.8	3122.6	4081.2	5228.5	5703.6	10982	0	336570	5	5	6	5	6	6	6	6	0	6	644.92	0	442.16	581.98	630.57	629.92	857.06	2028.9	0	59700	867.26	1740.9	890.58	1250.9	1799.5	2188	2168.3	3080.2	0	113440	1344.2	2297.8	1451.1	1289.7	1651.2	2410.6	2678.2	5872.9	0	163420	644.92	0	442.16	581.98	630.57	629.92	857.06	2028.9	0	59700	867.26	1740.9	890.58	1250.9	1799.5	2188	2168.3	3080.2	0	113440	1344.2	2297.8	1451.1	1289.7	1651.2	2410.6	2678.2	5872.9	0	163420	1	0	1	1	1	1	1	1	0	1	2	2	2	2	2	2	2	2	0	2	2	3	3	2	3	3	3	3	0	3	1.2	2.3	3.5	5968500	1110100	1667200	3191200	6				326	1424;1540;4278	True;True;True	1439;1557;4316	3339;3340;3608;9949;9950;9951	3455;3456;3730;10271;10272;10273	3455;3730;10272		
P19404	P19404	2	2	2	"NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial"	NDUFV2	sp|P19404|NDUV2_HUMAN NADH	1	2	2	2	1	0	1	1	0	1	1	0	1	10.4	10.4	10.4	27.391	249	249	0	13.711	1633.6	1234.5	2220.5	2219.3	2768.7	1638.4	1627.6	4881.2	0	126030	1633.6	1234.5	2220.5	2219.3	2768.7	1638.4	1627.6	4881.2	0	126030	1	2	1	1	1	1	1	3	0	3	1633.6	843.72	2220.5	2219.3	2768.7	1638.4	1627.6	4049.5	0	105530	0	0	0	0	0	0	0	0	0	0	0	390.83	0	0	0	0	0	831.71	0	20497	1633.6	843.72	2220.5	2219.3	2768.7	1638.4	1627.6	4049.5	0	105530	0	0	0	0	0	0	0	0	0	0	0	390.83	0	0	0	0	0	831.71	0	20497	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	2	2.8	0	7.6	1924500	1308200	0	616280	3				327	836;3586	True;True	846;3617	1956;8335	2040;2041;8595	2041;8595		
P19623	P19623	2	2	2	Spermidine synthase	SRM	sp|P19623|SPEE_HUMAN Spermidine	1	2	2	2	1	1	2	1	1	2	1	1	2	7	7	7	33.824	302	302	0	11.994	10835	10414	8123.9	9666.1	15940	12101	7227.7	12468	0	360850	10835	10414	8123.9	9666.1	15940	12101	7227.7	12468	0	360850	5	5	5	5	5	5	5	5	0	5	3179.5	1081.3	3368.1	3746.1	4084.2	3025.9	2831.5	2860.8	0	101440	2269.9	3097.4	1537.9	2464.1	2772.6	2222.8	1560.5	2468.6	0	79307	5385.3	6235.5	3217.8	3456	9083.4	6851.8	2835.6	7138.5	0	180100	3179.5	1081.3	3368.1	3746.1	4084.2	3025.9	2831.5	2860.8	0	101440	2269.9	3097.4	1537.9	2464.1	2772.6	2222.8	1560.5	2468.6	0	79307	5385.3	6235.5	3217.8	3456	9083.4	6851.8	2835.6	7138.5	0	180100	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	3	3	3	3	3	3	3	3	0	3	2.6	2.6	7	6145900	2219300	1534200	2392400	5				328	4582;4979	True;True	4622;5025	10696;11645;11646;11647	11063;12031;12032;12033;12034	11063;12031		
P19878	P19878	1	1	1	Neutrophil cytosol factor 2	NCF2	sp|P19878|NCF2_HUMAN Neutrophil	1	1	1	1	1	1	0	1	1	0	1	1	0	1.9	1.9	1.9	59.761	526	526	1	-2	2604.5	808.16	2627.6	2207.1	3841.8	2591.4	2680.4	7828.2	0	237370	2604.5	808.16	2627.6	2207.1	3841.8	2591.4	2680.4	7828.2	0	237370	2	1	2	2	2	2	2	2	0	2	1191.2	0	1409.8	923.63	2325.1	1133.8	1316.3	4329.1	0	115490	1413.3	808.16	1217.8	1283.5	1516.8	1457.6	1364.1	3499.1	0	121880	0	0	0	0	0	0	0	0	0	0	1191.2	0	1409.8	923.63	2325.1	1133.8	1316.3	4329.1	0	115490	1413.3	808.16	1217.8	1283.5	1516.8	1457.6	1364.1	3499.1	0	121880	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1.9	1.9	0	12677000	6094000	6582900	0	2	+			329	2918	TRUE	2942	6775;6776	6984;6985	6985	54	350
P20042	P20042	3	3	3	Eukaryotic translation initiation factor 2 subunit 2	EIF2S2	sp|P20042|IF2B_HUMAN Eukaryotic	1	3	3	3	3	3	2	3	3	2	3	3	2	9.9	9.9	9.9	38.388	333	333	0	20.667	4970.3	6168.3	7016.7	7090.9	7866.9	8883	9717.6	13421	0	413080	4970.3	6168.3	7016.7	7090.9	7866.9	8883	9717.6	13421	0	413080	7	7	9	9	8	9	9	9	0	9	1983.9	587.14	2339.1	2492.2	2819.9	3021.2	3763.2	4922	0	150590	2451.3	4331.2	3909.6	3954.9	3128.7	4623.7	4386.5	6504.6	0	165550	535.09	1249.9	768.01	643.71	1918.3	1238.1	1568	1994.2	0	96945	1983.9	587.14	2339.1	2492.2	2819.9	3021.2	3763.2	4922	0	150590	2451.3	4331.2	3909.6	3954.9	3128.7	4623.7	4386.5	6504.6	0	165550	535.09	1249.9	768.01	643.71	1918.3	1238.1	1568	1994.2	0	96945	2	1	3	3	3	3	3	3	0	3	4	4	4	4	3	4	4	4	0	4	1	2	2	2	2	2	2	2	0	2	9.9	9.9	6.6	9532800	3544000	3651000	2337800	9				330	904;3014;4252	True;True;True	915;3038;4289	2113;2114;2115;7021;7022;7023;9879;9880;9881	2200;2201;2202;7232;7233;7234;10196;10197;10198	2200;7234;10196		
P20073	P20073	2	2	2	Annexin A7	ANXA7	sp|P20073|ANXA7_HUMAN Annexin	1	2	2	2	1	0	2	1	0	2	1	0	2	3.9	3.9	3.9	52.739	488	488	0	14.341	3154	4659	3964.1	3235.3	5950.3	4185.7	2111.1	2946.6	0	107520	3154	4659	3964.1	3235.3	5950.3	4185.7	2111.1	2946.6	0	107520	3	3	3	3	3	3	3	3	0	3	941.9	333.93	1460	1234.2	1878.7	1322.5	473.82	346.07	0	22721	0	0	0	0	0	0	0	0	0	0	2212.1	4325.1	2504.1	2001	4071.7	2863.2	1637.3	2600.5	0	84799	941.9	333.93	1460	1234.2	1878.7	1322.5	473.82	346.07	0	22721	0	0	0	0	0	0	0	0	0	0	2212.1	4325.1	2504.1	2001	4071.7	2863.2	1637.3	2600.5	0	84799	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	2	2	2	0	2	2.3	0	3.9	3138700	801540	0	2337200	3				331	733;1549	True;True	740;1566	1706;3626;3627	1779;3748;3749	1779;3748		
P20290	P20290	2	2	2	Transcription factor BTF3	BTF3	sp|P20290|BTF3_HUMAN Transcription	1	2	2	2	2	1	0	2	1	0	2	1	0	12.6	12.6	12.6	22.168	206	206	0	15.5	3248	3953.6	4892.9	2913.3	6519.6	5652.9	10796	4251.9	0	150960	3248	3953.6	4892.9	2913.3	6519.6	5652.9	10796	4251.9	0	150960	3	3	3	3	3	3	3	3	0	3	2398.6	1942.5	3420	2017.3	5235.4	4068.6	8265.9	3290.2	0	116360	849.38	2011.1	1472.9	895.9	1284.3	1584.3	2530.3	961.77	0	34603	0	0	0	0	0	0	0	0	0	0	2398.6	1942.5	3420	2017.3	5235.4	4068.6	8265.9	3290.2	0	116360	849.38	2011.1	1472.9	895.9	1284.3	1584.3	2530.3	961.77	0	34603	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	2	2	2	0	2	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	12.6	9.2	0	4411700	3200300	1211400	0	3				332	2511;4654	True;True	2530;4695	5823;10870;10871	5997;11243;11244	5997;11243		
Q9NRW1;P20340;Q14964	Q9NRW1;P20340;Q14964	1;1;1	1;1;1	1;1;1	Ras-related protein Rab-6B;Ras-related protein Rab-6A;Ras-related protein Rab-39A	RAB6B;RAB6A;RAB39A	sp|Q9NRW1|RAB6B_HUMAN Ras-related;sp|P20340|RAB6A_HUMAN Ras-related;sp|Q14964|RB39A_HUMAN Ras-related	3	1	1	1	1	1	1	1	1	1	1	1	1	5.3	5.3	5.3	23.461	208	208;208;217	0	24.741	3636.5	4553.3	4681.5	4246.1	9892.3	5652.7	5486.5	9139.1	0	269730	3636.5	4553.3	4681.5	4246.1	9892.3	5652.7	5486.5	9139.1	0	269730	5	5	5	5	5	5	5	5	0	5	1422.3	1237.4	1768.8	1392	4001.7	1729	2577.7	3907.2	0	105210	1640.4	2319.8	2054.6	2230.1	3733.9	2850.3	1724.7	3542.6	0	109830	573.72	996.16	858.13	624.06	2156.6	1073.3	1184	1689.2	0	54686	1422.3	1237.4	1768.8	1392	4001.7	1729	2577.7	3907.2	0	105210	1640.4	2319.8	2054.6	2230.1	3733.9	2850.3	1724.7	3542.6	0	109830	573.72	996.16	858.13	624.06	2156.6	1073.3	1184	1689.2	0	54686	2	2	2	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	0	2	1	1	1	1	1	1	1	1	0	1	5.3	5.3	5.3	22062000	8615800	6849600	6596500	5				333	2865	TRUE	2888	6653;6654;6655;6656;6657	6860;6861;6862;6863;6864	6863		
P20618	P20618	2	2	2	Proteasome subunit beta type-1	PSMB1	sp|P20618|PSB1_HUMAN Proteasome	1	2	2	2	1	2	1	1	2	1	1	2	1	7.9	7.9	7.9	26.489	241	241	0	13.708	2529.2	4108.5	5854	4578.9	10022	10508	8781.3	7690.2	351.32	205750	2529.2	4108.5	5854	4578.9	10022	10508	8781.3	7690.2	351.32	205750	4	4	4	4	4	4	4	4	1	4	996.68	465.79	1575.6	1083.4	3879.6	2989.2	2503.6	1774	0	40009	960.71	2536.2	3873.2	2651.1	5097.7	6288.1	5235.7	4230.2	351.32	109240	571.84	1106.5	405.27	844.47	1045.2	1230.5	1042	1686.1	0	56500	996.68	465.79	1575.6	1083.4	3879.6	2989.2	2503.6	1774	0	40009	960.71	2536.2	3873.2	2651.1	5097.7	6288.1	5235.7	4230.2	351.32	109240	571.84	1106.5	405.27	844.47	1045.2	1230.5	1042	1686.1	0	56500	1	1	1	1	1	1	1	1	0	1	2	2	2	2	2	2	2	2	1	2	1	1	1	1	1	1	1	1	0	1	4.1	7.9	3.7	6672100	1414800	2650200	2607200	4				334	874;2889	True;True	884;2912	2035;2036;6717;6718	2122;2123;6926;6927	2123;6927		
P20674	P20674	2	2	2	"Cytochrome c oxidase subunit 5A, mitochondrial"	COX5A	sp|P20674|COX5A_HUMAN Cytochrome	1	2	2	2	1	2	1	1	2	1	1	2	1	15.3	15.3	15.3	16.762	150	150	0	18.678	11135	9121.2	6319.4	5647.2	5670.8	8458.2	5804.2	11117	0	435500	11135	9121.2	6319.4	5647.2	5670.8	8458.2	5804.2	11117	0	435500	4	4	4	4	4	4	4	4	0	4	1983.3	1580.1	1487.9	1232.8	2101.4	960.46	1316	2831.4	0	86314	3081.5	5863.2	3470.9	3717.2	2798.9	6446.7	3804.3	5557.1	0	249310	6070.5	1677.9	1360.7	697.17	770.51	1051.1	683.92	2728.3	0	99873	1983.3	1580.1	1487.9	1232.8	2101.4	960.46	1316	2831.4	0	86314	3081.5	5863.2	3470.9	3717.2	2798.9	6446.7	3804.3	5557.1	0	249310	6070.5	1677.9	1360.7	697.17	770.51	1051.1	683.92	2728.3	0	99873	1	1	1	1	1	1	1	1	0	1	2	2	2	2	2	2	2	2	0	2	1	1	1	1	1	1	1	1	0	1	10.7	15.3	10.7	13465000	3778000	6040600	3646700	4				335	2215;4818	True;True	2233;4862	5170;11246;11247;11248	5328;11621;11622;11623	5328;11621		
P20700;Q03252	P20700	15;2	14;1	14;1	Lamin-B1	LMNB1	sp|P20700|LMNB1_HUMAN Lamin-B1	2	15	14	14	10	12	13	10	11	12	10	11	12	24.7	23.4	23.4	66.408	586	586;620	0	114.12	36130	64667	56734	53434	77396	49498	44203	77909	1268.3	2460400	36130	64667	56734	53434	77396	49498	44203	77909	1268.3	2460400	32	29	33	31	32	33	32	35	3	35	12193	11442	28128	16549	28320	11822	14368	23864	811.59	785230	8405.7	25613	12345	22231	18902	17460	14343	25016	456.7	779350	15531	27612	16262	14654	30174	20217	15493	29030	0	895800	12193	11442	28128	16549	28320	11822	14368	23864	811.59	785230	8405.7	25613	12345	22231	18902	17460	14343	25016	456.7	779350	15531	27612	16262	14654	30174	20217	15493	29030	0	895800	12	8	10	10	12	11	11	12	2	12	10	10	11	11	9	10	9	11	1	11	10	11	12	10	11	12	12	12	0	12	17.1	20.5	22	73270000	21887000	27238000	24146000	36				336	102;225;289;547;995;2155;2179;2548;2746;2905;2958;3232;3246;3413;3827	True;True;True;True;True;True;True;True;False;True;True;True;True;True;True	103;227;290;553;1007;2173;2197;2567;2767;2929;2982;3260;3276;3443;3861	248;249;250;532;678;679;680;1271;1272;1273;1274;2344;2345;2346;5027;5028;5082;5083;5904;5905;5906;6365;6366;6751;6883;7545;7546;7547;7548;7591;7592;7950;7951;7952;8842;8843;8844	253;254;255;256;548;697;698;699;1333;1334;1335;1336;2436;2437;2438;5183;5184;5238;5239;6080;6081;6082;6560;6561;6960;7093;7779;7780;7781;7782;7826;7827;8196;8197;8198;9119;9120;9121	253;548;699;1334;2436;5183;5239;6080;6561;6960;7093;7782;7827;8197;9120		
P20962	P20962	1	1	1	Parathymosin	PTMS	sp|P20962|PTMS_HUMAN Parathymosin	1	1	1	1	1	1	0	1	1	0	1	1	0	10.8	10.8	10.8	11.53	102	102	0	13.815	2906.7	2023.5	2689.9	3100.4	5054.9	4148.1	2237	4685.6	0	152360	2906.7	2023.5	2689.9	3100.4	5054.9	4148.1	2237	4685.6	0	152360	2	2	2	2	2	2	2	2	0	2	1742.4	252.85	1029.5	2063.2	2183.5	1936.8	816.83	1777.4	0	68005	1164.3	1770.6	1660.4	1037.2	2871.4	2211.2	1420.1	2908.2	0	84353	0	0	0	0	0	0	0	0	0	0	1742.4	252.85	1029.5	2063.2	2183.5	1936.8	816.83	1777.4	0	68005	1164.3	1770.6	1660.4	1037.2	2871.4	2211.2	1420.1	2908.2	0	84353	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	10.8	10.8	0	3755200	1797800	1957400	0	2				337	3960	TRUE	3994	9171;9172	9461;9462	9461		
